user_id;screen_name;name;description;location;followers_count;friends_count;listed_count;favourites_count;statuses_count;verified;account_created_at;default_profile;default_profile_image;tweet_count_in_dataset;first_seen_at;last_seen_at;followers_friends_ratio;tweets_per_day_since_creation;dataset_coverage_days;tweets_per_day_in_dataset;sample_tweets;label;notes
729772925490958336;Elainenbella;Elaine&bella;Love my life my family is everything  ..I live for my daughter  and our wee dog;Greenock, Scotland;288;1716;30;15079;7967;False;2016-05-09T20:39:58;True;False;2;2018-06-14T21:25:54;2018-06-15T14:44:14;5,9583;10,4;0;0,0;RT @Gripping_Stuff: Alright, we’re feeling generous… To celebrate the World Cup, we're giving away a Dry-Erase Monthly Planner worth £17.99… ||| RT @bmstores: ⚽ #Competition Time ⚽  We're celebrating the start of the #WorldCup by giving away huge bundles of @PepsiMaxUK , @walkers_cri…;;
69099394;SoupLicker;SoupLicker;There is no spoon.;Spirited Away.;1176;142;26;202;33129;False;2009-08-26T21:22:03;True;False;1;2018-06-14T08:34:26;2018-06-14T08:34:26;0,1207;10,31;0;0,0;😂😂😂😂 RT @DejiMD: This is nice 😁 #WorldCup https://t.co/IutUgSX0Bb;;
970255609516974080;Ana11610843;Ana;Ufff;Almería, España;32;15;0;987;1072;False;2018-03-04T11:12:18;True;False;1;2018-06-16T21:49:40;2018-06-16T21:49:40;0,4688;10,31;0;0,0;RT @olivelvet: Veo todas las ceremonias del Mundial de Fútbol por envidia sana de ver a todos los paises cantando sus himnos, mientras noso…;;
3254500503;ErmanStinson_;Erman.;#Bundesliga @BVB @FCAugsburg @LFC;;285;170;18;647;11554;False;2015-05-14T19:17:08;True;False;1;2018-06-15T18:05:33;2018-06-15T18:05:33;0,5965;10,25;0;0,0;RT @alperocal: Ronaldo'nun Real Madrid'den bütün takım arkadaşlarının hakeme itiraz etmesi büyük keyif #WorldCup;;
994126876191883264;hamhaj7;HajHamid;روسونری...;;338;394;1;3678;376;False;2018-05-09T08:08:12;True;False;2;2018-06-15T11:07:52;2018-06-15T17:02:20;1,1657;10,16;0;0,0;ديدين دسته خرابه بالاخره كار دستشون داد😂😂😂 زنده باد فوتبال ✌🏻 زنده باد ايران ✌🏻 زنده باد #اميدابراهيمى ✌🏻 https://t.co/qZCJcqsLux ||| آقا ما با pes شبيه سازي كرديم بازيو اگه دسته خرابه رو بديم دست مراكشيا 3 - 1 ميبريمشون✌🏻😅 #جام_جهاني #ايران_مراكش #WorldCup;0;auto: 0/6 signals
2206699845;BabyacuAcuna;David Acuna;;;376;316;2;34794;16690;False;2013-12-04T01:14:06;True;False;1;2018-06-15T14:43:14;2018-06-15T14:43:14;0,8404;10,09;0;0,0;RT @ChivaZ71: a whole lotta Mexico Jerseys for a country who hates Mexico https://t.co/piXip0hs5R;;
3099102330;mike_salloum;MIKE ;Not religious , against the islamic terrorism and Dictatorships.Retweet is not an endorsement and Verisimilitude is an endorsement . New York City 🗽USA🇺🇸;;99;70;2;5111;11713;False;2015-03-20T07:58:23;True;False;1;2018-06-16T06:14:28;2018-06-16T06:14:28;0,7071;9,9;0;0,0;RT @ojo_shevexy01: Best meme ever created for Ronaldo and Messi 😂😂😂 #WorldCup https://t.co/7D3D3K9igf;;
630346760;ben_smith1987;Ben Smith;Proud Dad, Yorkshireman, Hull City AFC fanatic, Campervan owner, Runner, Cyclist. #notohulltigers, #allamout;Leeds, Yorkshire, UK;756;2234;27;11962;21364;False;2012-07-08T16:44:22;True;False;3;2018-06-14T18:56:44;2018-06-17T08:35:50;2,955;9,85;2;1,5;RT @brian_bilston: Here’s a new poem entitled ‘Fixtures’.  #WorldCup2018 https://t.co/PKXyJrRt0E ||| My #worldcup watching buddy! C’mon Portugal 🇵🇹… https://t.co/ymLLWMhe65 ||| RT @HelenBunker: 4 yrs ago my husband was dying of cancer so he flew to the World Cup in Brazil. Thanks to some incredible friends he got a…;0;auto: 0/6 signals
749118655879716865;Marcoss_Ramos;Marcos🖤🏴🏳;A sabedoria é melhor do que o dinheiro. A vantagem da sabedoria é que ela conserva a vida da gente. (Eclesiastes 7:12)💜;São Bernardo do Campo, Brasil;186;603;0;13968;6906;False;2016-07-02T05:53:00;True;False;4;2018-06-16T15:51:20;2018-06-16T19:34:15;3,2419;9,67;0;0,0;A Croácia achou esse gol!   #WorldCup2018 ||| RT @gustavorluiz_: Expectativa: Acabou o câo, o Guerrero chegou, o Guerrero chegou...🎵   Realidade: Guerrero é reserva  #Copa2018 #WorldCup… ||| RT @CBF_Futebol: - Também sei fazer, Zabivaka!  #Canarinho dando show de habilidade e simpatia na Rússia! 🤙🐥🇧🇷 #GigantesPorNatureza #WorldC… ||| RT @gustavorluiz_: Hoje sou Islândia!!! #Isl  #Copa2018 #WorldCup https://t.co/QF0baHiwNb;0;
901058443276111873;Fulham_Focus;Fulham Focus;"Website created by @Fulhamfc fans for  supporters of all ages. Featuring a blog, podcast & Q&A series.




#FFC #COYW";;3177;4969;21;3181;2830;False;2017-08-25T12:27:28;True;False;2;2018-06-16T07:12:55;2018-06-16T12:39:30;1,5641;9,59;0;0,0;Here's another challenge for ya.  Pick 1 player from each of these Euros/World Cup winning teams and make the best… https://t.co/8MKeGDVnwv ||| Yesterday we witnessed something truly special. The World Cup has finally sparked into life!  2 teams playing Footb… https://t.co/eQlWoKw9oy;0;auto: 0/6 signals
4858018845;steve_nicodemo;Steve Nicodemo;participant à l'Euro 2016 #Flames #Falcons #A's #ASRoma #Steve des Falcons à LaraqueGonzalez 91,9  #jhaislesfafans respect,savoir-vivre HSL;Montréal, Québec;499;1738;1;4354;8184;False;2016-01-28T18:26:25;True;False;1;2018-06-15T20:53:54;2018-06-15T20:53:54;3,483;9,42;0;0,0;#WorldCup #por when i thing of Ronaldo the song something like a phenenom comes to my head;0;auto: 0/6 signals
2467117869;7_imadrid;خويلد 🇵🇹🇸🇦;;الرياض, المملكة العربية السعودية;19475;257;18;120;14177;False;2014-04-07T10:58:39;True;False;3;2018-06-15T22:28:13;2018-06-16T17:11:44;0,0132;9,26;0;0,0;RT @i7modi: #ARGISL , First half #Headers #Messi #Aguero #Arg #Russia2018 https://t.co/CYUxvQN3Y1 ||| RT @i7modi: Last one 3-3 .. #Russia2018 #Por https://t.co/NClaZgFbl3 ||| RT @i7modi: تصميمي لمجوعة هيدرات للتورنادو رونالدو . #Por #Worldcup #Russia2018 #Headers @Cristiano https://t.co/a4WI50WBQs;;
497236095;danatkin5;Dan Atkin;Husband, father, Blade, boxing, #marvel #starwars fanboy. Ex fatso turned exercise fanatic. #autismparent Fluctuat nec mergitur. #runnerblades;Monks cafe.;1467;1234;22;10943;21236;False;2012-02-19T19:26:48;True;False;3;2018-06-15T05:34:14;2018-06-17T11:32:07;0,8412;9,2;2;1,5;Never trust anyone who doesn’t like football, they’re just wrong on a cellular level. https://t.co/xJgsNoTZUk ||| RT @IanWright0: Messi 😱😱😱😱 #Worldcup https://t.co/DOvuBeb8c6 ||| “Simmonsen’s come but hasn’t got there...” who knew at the time the shivers that phrase would send down our collect… https://t.co/VqcRqOe1oH;0;auto: 0/6 signals
3098948615;Jackok13O;Jack O'keeffe;Testing testing....;;268;258;2;15529;10825;False;2015-03-20T10:47:16;True;False;1;2018-06-14T11:27:20;2018-06-14T11:27:20;0,9627;9,16;0;0,0;RT @sportbible: 4 HOURS TO GO! #WorldCup https://t.co/muJioSgugI;;
1604506434;alexboy7361;Alexxx;18 | sc: alexboy06;Cuxpala, Zacatecas;1438;935;3;8426;16413;False;2013-07-18T22:57:39;True;False;2;2018-06-14T17:02:35;2018-06-17T16:02:42;0,6502;9,15;2;1,0;RT @BleacherReport: 🇲🇽  #WorldCup https://t.co/UPJzm9CIfY ||| Mexico* https://t.co/0QObHlNIvE;0;auto: 0/6 signals
3091744691;AntoniaAlcaideL;Toñi Alcaide Lastre;;;280;514;9;80262;10846;False;2015-03-14T18:10:24;True;False;1;2018-06-14T20:14:22;2018-06-14T20:14:22;1,8357;9,13;0;0,0;RT @AmnistiaCLM: YA tenemos la alineación para el partido de #fútbol ⚽️ solidario POLÍTIC@S VS PERIODISTAS de esta tarde en apoyo de las y…;;
3320577130;acces;ACCeS;L'ACCeS fédère des chaînes thématiques de télévision payantes du câble, du satellite et de l'ADSL autour leurs intérêts communs et valorise leurs spécificités.;Paris, Ile-de-France;430;452;82;1203;10009;False;2015-06-12T08:24:33;True;False;1;2018-06-14T15:27:08;2018-06-14T15:27:08;1,0512;9,12;0;0,0;RT @Sports_gouv: Ce soir, la ministre des Sports @FlesselLaura sera, à partir de 20h, dans l'émission Bons baisers du mondial sur @Europe1…;;
618995329;rickyevans14;ricky evans;Try and be better than you were yesterday;wickford, essex ;651;439;6;4175;19813;False;2012-06-26T11:37:57;True;False;2;2018-06-14T07:26:05;2018-06-14T18:13:09;0,6743;9,09;0;0,0;Absolute disgrace. How are they not diving about like fucking lunatics. https://t.co/ce7ckOQfiY ||| Imagine having the whole World Cup off work 😅 #plottingup #worldcup2018;0;auto: 0/6 signals
799425312;sanambna;Sanam Naraghi Anderlini;Mother of twins, fan of Atticus Finch style diplomacy, peace activist, ICAN Co-founder, author:Women Building Peace, what they do, why it matters;;3671;587;105;11422;19165;False;2012-09-03T02:05:32;True;False;8;2018-06-14T16:37:51;2018-06-17T12:39:10;0,1599;9,07;2;4,0;"Another great song by the  great @Abjeez - the lyrics simple &amp; catchy  - strange thing in #Iran  men &amp; women can si… https://t.co/JDx7pZGVnM ||| RT @SanamF24: “Let our boys play football. They are just football players. They are not against anybody... The main value of FIFA is to put… ||| Dear #TeamMaroc thank you for giving 80M Iranians around world joy &amp; much needed respite from relentless stupidity… https://t.co/IhqA53XX66 ||| .@AliVaez figure this  from @MazJobrani will make you chortle too :-) https://t.co/hIniZxFxP3 ||| RT @SanamF24: Circulating on social media. #WorldCup 🇮🇷 cc: @Nike https://t.co/VzforqpZou";0;auto: 0/6 signals
2186800852;DanSpace77;DanSpace77;Space & astronomy intended to inspire, educate and keep you informed on the latest in the universe & space industry. Follow on Instagram & Facebook @DanSpace77.;1AU - Earth - U.S. - NH;4563;2095;227;85796;14916;False;2013-11-19T02:19:00;True;False;3;2018-06-14T20:57:58;2018-06-15T02:29:28;0,4591;8,94;0;0,0;"Watching @FIFAWorldCup? The ⚽️ being used is called the #Telstar18 &amp; it’s a tribute to @adidasfootball 1st World Cu… https://t.co/WSOFZcEb9e ||| Watching @FIFAWorldCup? The ⚽️ being used is called the #Telstar18 &amp; it’s a tribute to @adidasfootball 1st World Cu… https://t.co/h34KAnKK96 ||| RT @tweetsoutloud: I’m 100% ok with space subtely infiltrating sports because we’re one step closer to my dream of low gravity sports (or s…";0;auto: 0/6 signals
954853898963046400;JayProYouTube;FCROdBM1997;Jeux vidéo, Musique, Youtubeur #TeamJayPro #TeamFCROdBM1997 n'hésitez pas à me poser des questions avec le #JayProVousEcoute je répondrais à tout le monde;;151;1606;1;1128;1271;False;2018-01-20T23:11:24;True;False;1;2018-06-14T15:48:41;2018-06-14T15:48:41;10,6358;8,83;0;0,0;Qui regarde #RUSKSA #Rus #KSA #WorldCup #WorldCupRussia2018;;
926211061497434112;mclendon_ramon;Ramon Mclendon;;;0;1;0;0;1983;False;2017-11-02T22:15:00;True;False;1;2018-06-16T08:10:10;2018-06-16T08:10:10;0,0;8,81;0;0,0;CNN: Cristiano Ronaldo's hattrick earns Portugal a thrilling draw against Spain https://t.co/Vdi6uE2LMa #WorldCup https://t.co/tVnGwZLUcE;;
4165411162;marino_pinto;MÅRĮÑØ PĮÑTØ;;Porto, Portugal;419;365;1;3935;8344;False;2015-11-11T17:35:29;True;False;1;2018-06-16T12:40:30;2018-06-16T12:40:30;0,8711;8,81;0;0,0;RT @B24PT: Times Square parou para ver o livre de Ronaldo contra Espanha. #WorldCup https://t.co/Yq4VQ1tSSI;;
3066334431;ChairmanHuntJnr;Stephen Hunt;Former Chairman of @westhamladies Now just a fan...;;2961;3449;18;10237;10410;False;2015-03-02T23:58:06;True;False;3;2018-06-16T10:49:33;2018-06-17T15:10:06;1,1648;8,66;1;3,0;RT @iambiancafh: @HashtagHarry__ All together now: football knowledge is not impeded or even affected by the possession of an actual vagina… ||| RT @HashtagHarry__: LOOOOOOOOL PATRICE EVRA HAS NEVER EVEN CONTEMPLATED TALKING ABOUT FOOTBALL TO A GIRL 😭😭 #WorldCup https://t.co/XBqqrtaP… ||| RT @NeverWriteOff: Brazil are playing tomorrow. Some people are getting more excited than others. #BRA #Brazil #WorldCup #Russia2018 https:…;;
119551201;MacRie;Rie;"アカウント移行中です。
新アカウントは @iRH19 です。
フォローよろしくお願いします。

神奈川の大学に通っている大学生。趣味はApple、音楽、写真、車、英語、ゴルフ、旅行ななんか。#miwaann";Japan;536;597;23;217;26159;False;2010-03-04T00:15:33;True;False;4;2018-06-14T12:40:26;2018-06-17T12:40:26;1,1138;8,64;3;1,33;The latest Rie News! https://t.co/Fg0tLiJ5yf #worldcup #incredibles2 ||| The latest Rie News! https://t.co/vQCjUxwXZK #worldcup #worldcup2018 ||| The latest Rie News! https://t.co/11Fr1Xkakl #worldcuprussia2018 #worldcup ||| The latest Rie News! https://t.co/3eyMccUTDV #worldcup #worldcuprussia2018;0;auto: 0/6 signals
545221623;_3lawy17;#MUFC;#MANCHESTER UNITED 🔴 #ALWAHDA 🇱🇻;United Arab Emirates;378;144;3;1090;19335;False;2012-04-04T13:44:26;True;False;2;2018-06-14T14:24:57;2018-06-16T12:37:08;0,381;8,54;1;2,0;RT @premierleague: 🇫🇷 When you need a spark, @paulpogba can provide it  #WorldCup #PL https://t.co/oMV54ehThR ||| كل التوفيق لمنتخبنا الثاني 🇸🇦🇦🇪❤️ #Green_Falcons https://t.co/WeJWF69Zwm;0;auto: 0/6 signals
948961009192103936;AgrifoodchemixE;Agrifoodchemix E. A;"Agrifoodchemix http://E.A.ltd:-Farming, Foods and Chemical:
A liberal and a free thinker.not to be colonized by tribe,religion or tradition.";Nakuru, Kenya;210;505;1;3940;1375;False;2018-01-04T16:55:10;True;False;1;2018-06-14T18:07:05;2018-06-14T18:07:05;2,4048;8,54;0;0,0;RT @Gracie_oguns: Now that the Eagles are in Russia, they should use style to  locate the house of Sergei Mavrodi, Founder of MMM and ask h…;;
4077556827;negroprimero71;Marcel Sierra;La vida es una sola ...;Distrito Capital, Venezuela;109;123;0;19;8060;False;2015-10-30T20:21:52;True;False;4;2018-06-14T21:11:39;2018-06-16T02:45:35;1,1284;8,4;1;4,0;RT @diariodecuba: En #Cuba esperan ansiosos el comienzo de la Copa Mundial de #Fútol en #Rusia2018. El plan castrista de borrar el #béisbol… ||| RT @NatoRojoRebeld_: #WorldCup Y empezó el combate mundial por la gran copa del fútbol!! Todos a dar lo mejor de sí hasta conquistarla para… ||| RT @NatoRojoRebeld_: #15Jun | #UnNuevoComienzo Todo el planeta se paraliza para disfrutar del evento deportivo que goza de mayor popularida… ||| RT @Yusepprodrigue6: #WorldCup Поздравляем президента @PutinRF_Eng за отличную работу на Кубке мира в России, поздравления с Венесуэлыи пра…;;
838479388828123136;ElizaLopez707;Elizabeth Lopez;"No elijas a la persona mas bonita del Mundo,elije
a la  persona  que haga  mas bonito tu mundo..
Marilyn Monroe   #Football #HalaMadrid #CR7 ⚽
#Travel 🌏#Food";Honduras;86;445;0;5207;3905;False;2017-03-05T20:00:39;True;False;10;2018-06-14T14:55:51;2018-06-17T06:10:31;5,1744;8,34;2;5,0;"RT @omomani: Modric 🇭🇷  مودريتش #modric #croatia #WorldCup #OmarMomani https://t.co/9wnDD9xeQQ ||| RT @OrchidsDark: Mi Tweet más retwitteado https://t.co/DogU8g0aYy 2 RTs [últimas 24h] #TuitUtil https://t.co/cLEX2EtOXl ||| RT @OrchidsDark: Mi Tweet más retwitteado https://t.co/DogU8g0aYy 2 RTs [últimas 24h] #TuitUtil https://t.co/cLEX2EtOXl ||| RT @52fe2588ad4c42e: Good morning  to all🌎 ! Buenos dias a tod@s!  #WorldCup  Last night  Portugal 3 - Spain 3 ! Amazing Cristiano' s  perf… ||| @OrchidsDark @52fe2588ad4c42e This is my time! I'm here"" #WorldCup  #Rusia2018  #Cristiano  #CR7  #Legend  #BDO https://t.co/JiKztRQQ8o";;
4883463223;apiphihi;pp;next station.;Parit Buntar, Perak;214;242;0;4766;7038;False;2016-02-09T14:39:41;True;False;1;2018-06-17T09:59:12;2018-06-17T09:59:12;1,1308;8,2;0;0,0;RT @EricPaulsen101: Can the new Sport Minister study how Iceland, population 330,000, got to #worldcup2018?   The national coach still work…;;
3065833264;GeckoRhombus;diamond dog;pen15;Southern Indiana;167;386;3;15513;9780;False;2015-03-01T19:49:59;True;False;1;2018-06-15T18:31:03;2018-06-15T18:31:03;2,3114;8,14;0;0,0;RT @soccerdotcom: Our top selling #WorldCup jerseys by 🇺🇸 state. Which country is #1 where you live? https://t.co/woaBiydVJM;;
3333748900;francescaalexg;Francesca;🥀;Illinois, USA;187;306;0;17980;8878;False;2015-06-19T00:24:21;True;False;1;2018-06-15T17:26:03;2018-06-15T17:26:03;1,6364;8,13;0;0,0;RT @ChivaZ71: a whole lotta Mexico Jerseys for a country who hates Mexico https://t.co/piXip0hs5R;;
941829939950702592;NikkiBe88731863;Nikki Bella 😎😎😎;;;39;42;0;1093;1459;False;2017-12-16T00:38:50;True;False;1;2018-06-14T19:46:45;2018-06-14T19:46:45;1,0769;8,11;0;0,0;RT @XollyMnyandu: Must watch #Parliament #TrapaDrive #TouchMyBlood #WorldCup #eNCA #ThursdayMotivation #ThursdayThoughts #ThumaMina #Isibay…;;
888487280465371138;LouisMeliaEFC;Louis Melia EFC;Everton 🔵⚪️⚽️         Up the toffees!!!!;Liverpool, England;164;702;0;9541;2584;False;2017-07-21T19:54:09;True;False;4;2018-06-14T17:50:15;2018-06-16T12:34:52;4,2805;7,85;1;4,0;RT @Everton: 👍 | Wishing Gylfi Sigurdsson all the best ahead of his #WorldCup debut with @footballiceland 🇮🇸  🤞it's as memorable as his fir… ||| RT @EPLBible: Iceland have arrived at the #WorldCup https://t.co/SEeuNPvIUV ||| Fucking disgusting celebrations https://t.co/QArv9G5PUK ||| RT @soccerdotcom: 🚨 GIVEAWAY 🚨  For every goal scored in today's #WorldCup opening match, we'll give away an adidas #Telstar ⚽. Follow and…;0;auto: 0/6 signals
1639101836;PatsNation_96;Pat;Snapchat - patrick_alves IG - patalves96;Secret City, MA;615;456;1;6984;13935;False;2013-08-01T23:21:23;True;False;1;2018-06-14T17:07:00;2018-06-14T17:07:00;0,7415;7,84;0;0,0;😭😭😭😭 https://t.co/mLZpYJBtWg;0;auto: 0/6 signals
998224087204982784;RickartPhoto;Richard Rickart Photography;~ Freelance Photographer ~ Artist ~The Eddie Adams Workshop IV~ Former Staff Photographer New York Times Regional Newspapers ~ AP Stringer ~;Fairhope, AL;132;593;0;1238;217;False;2018-05-20T15:29:03;True;False;2;2018-06-14T18:47:21;2018-06-17T16:13:46;4,4924;7,75;2;1,0;RT @Pele: Today Brazil's #WorldCup begins against 🇨🇭. Shaqiri is dangerous but the Brazil squad is strong. What is your prediction? // Hoje… ||| RT @ReutersSports: How many times was the original World Cup trophy stolen? Find out in the outsiders guide to the FIFA 2018 #WorldCup: htt…;;
707206789868052480;ayasumo2;ラミパスラミパスてるるるる;"「照ノ富士が一番好きです」
相撲はニワカ　ネットオタク(パソコン)
スマホ初心者

子供の頃は出羽の花 北天祐 千代の富士

若貴ブームの頃は安芸乃島(相撲より野球にハマってた)

最近は正代 英乃海も気になります
魁聖はぜひトーク番組に出てほしい‼";北海道;207;89;4;4979;6337;False;2016-03-08T14:10:12;True;False;1;2018-06-17T15:04:46;2018-06-17T15:04:46;0,43;7,63;0;0,0;RT @satoshi551: おめでとう、セルビア‼️🇷🇸  コスタリカ 0:1 セルビア  #чм2018 #CRC  #SRB #Fifa2018 #WorldCup2018 #WorldCupRussia2018 https://t.co/qGYYE0bwyk;;
318578036;73_paul;David Paul;"West Ham Utd #COYI ; Boxing 👊; NFL #NYG";;1195;1399;27;15657;19497;False;2011-06-16T18:14:34;True;False;2;2018-06-15T18:07:16;2018-06-15T19:17:24;1,1707;7,63;0;0,0;"Hahahaha Fuck off Ronaldo&amp;Portugal ! 😂 #WorldCup ||| RT @Sporf: 🎤 Celebrities &amp; Sportsmen around the world give opinions on the #WorldCup:   🗣 Eddie Murphy 🗣 Robert Di Niro 🗣 Joe Pesci 🗣 Gordo…";0;auto: 0/6 signals
2949719129;bimmeraziz;aziz;powerlifter // 18 // rest when you’re dead // ADTR;;202;56;4;3511;9594;False;2014-12-29T18:23:16;True;False;1;2018-06-14T18:42:45;2018-06-14T18:42:45;0,2772;7,6;0;0,0;RT @SOMEXlCAN: Saudi Arabia when they see a Russia Jersey  #WorldCup https://t.co/HJDLDrdQKf;;
907502608272719873;JoannaR51734503;LOVE not hate #FBPE #WATON;Fighting brexit nonsense. The choice is simple: Brexit or to save NHS. Let's choose better future for all #Bresistance #FinalSayForAll;Caerphilly, Wales;617;1512;3;5797;2091;False;2017-09-12T07:14:17;True;False;1;2018-06-15T18:31:28;2018-06-15T18:31:28;2,4506;7,58;0;0,0;RT @YouGov: In other #WorldCup related news, 35% of Scots actively want the England football team to lose... https://t.co/jd21gPMdkq https:…;;
888739800752304129;auwalNature4;Dr Auwal;Artist by nature|Medical doctor|Football fan-Hala Madrid.| Highly controversial| I love hate speeches | Islamadina°;Lagos, Nigeria;48;99;0;292;2440;False;2017-07-22T12:37:35;True;False;2;2018-06-16T06:29:59;2018-06-17T06:08:32;2,0625;7,42;0;0,0;Future impossible tense for Nigeria. https://t.co/lWqLnYk6XN ||| RT @EPLBible: RETWEET if you think Cristiano Ronaldo is the best player in the world.  #WorldCup https://t.co/9x83eUVdjx;;
1237436862;diegomello_14;Diego Mello 🇧🇷🇫🇷;Chelsea FC | Olimpia;San Miguel/ Paraguay;1234;525;3;12240;14271;False;2013-03-03T02:38:15;True;False;1;2018-06-15T15:06:26;2018-06-15T15:06:26;0,4254;7,39;0;0,0;RT @ECavaniOfficial: #EGY 0-1 #URU   #worldcup #EGYURU https://t.co/afQaE0yYVq;;
823314241201512448;tohid_shad;توحیـــــدشـــــاد ™;"وَأَعِدُّوا لَهُم مَّا اسْتَطَعْتُم مِّن قُوَّة💪جنگ‌طلب:)
⭐دِکارتیسیٓن
⭐کارشناسی علوم سیاسی⭐گرایش امنیت ملی";somewhere you dont know;1627;1201;3;19455;3727;False;2017-01-22T23:39:46;True;False;1;2018-06-16T03:40:31;2018-06-16T03:40:31;0,7382;7,32;0;0,0;ترس ما از #اسپانیا و #پرتقال حباب است و جنبه روانی دارد. #تیم_ملی #جام_جهانی۲۰۱۸  #worldcup;0;auto: 0/6 signals
2431691653;_BriannaLaShea;JUDY🍑;Alis volat propriis | Free Spirit | Imperfection is Beauty | OU Alumni;IG and SnapChat: briannalashea;369;292;1;12096;11172;False;2014-04-07T07:59:51;True;False;1;2018-06-15T06:56:06;2018-06-15T06:56:06;0,7913;7,31;0;0,0;RT @ChivaZ71: a whole lotta Mexico Jerseys for a country who hates Mexico https://t.co/piXip0hs5R;;
382440753;SecondServe_Ace;VamosRafa14;"Proud Snowflake.
Winter is coming";Baltimore, MD;228;889;14;1517;17724;False;2011-09-30T02:27:00;True;False;2;2018-06-15T23:06:03;2018-06-16T16:17:22;3,8991;7,23;0;0,0;RT @IcelandTravelTO: We are incredibly proud of #TeamIceland #ISL What a fantastic performance against #ARG in the #WorldCup #ARGISL ||| RT @IcelandNatural: It’s a big weekend for #Iceland! The country makes its #WorldCup debut tomorrow and celebrates its National Day on Sund…;;
1411895712;KevinBolt89;Kevin Holt Jr.;MHS #44 DWU #89 #NTFB #OVO #XO;South Dakota, USA;998;806;0;9382;13367;False;2013-05-08T04:16:09;True;False;2;2018-06-15T17:15:39;2018-06-16T22:44:45;0,8076;7,17;1;2,0;RT @BradyLeeViles: Greatest of all time?  😂😂 https://t.co/y4PP1aEsLj ||| RT @brfootball: Wish you were here. #WorldCup https://t.co/vAUE1wuNKp;;
138697342;BlaqMagiqCom;Maseko_The_One;SEO | ORM | Digital DNA Strategy | Analytics | SM Management  muzi.maseko@gmail.com;ÜT: -26.3391314,28.1776771;583;765;82;1189;21232;False;2010-04-30T09:17:12;True;False;1;2018-06-14T06:10:07;2018-06-14T06:10:07;1,3122;7,16;0;0,0;Thanks @BudweiserSA for lighting up my profile pic. I'm behind Brazil all the way, they're going to #LightUpTheWorld this FIFA #WorldCup;0;auto: 0/6 signals
16240646;kikiahmadi;kikiahmadi;Strategy and Operations @amarthaid | Innovation Management and Entrepreneurship @mbsnews | PK-63 @lpdp_ri | Write occasionally on startup, telco and innovation;Jakarta Capital Region;932;815;20;270;24813;False;2008-09-11T14:12:05;True;False;1;2018-06-14T15:09:30;2018-06-14T15:09:30;0,8745;6,96;0;0,0;my thoughts exactly https://t.co/NyouXkf1V2;0;auto: 0/6 signals
954613303548022784;Syanda64258023;NDASIYA;;;82;354;0;2736;1030;False;2018-01-20T07:15:22;True;False;1;2018-06-17T08:31:53;2018-06-17T08:31:53;4,3171;6,96;0;0,0;RT @WorIdCupUpdates: Iceland have arrived at the #WorldCup  https://t.co/tdYUzxjQnh;;
409763601;iloohy_z1;د.نكّش الزهراني;"طبيب قيد الانشاء 💉 ، "" #ابتسم.";Madridanos, España;361;170;0;1357;16642;False;2011-11-11T05:47:07;True;False;1;2018-06-16T00:42:49;2018-06-16T00:42:49;0,4709;6,91;0;0,0;"RT @RM4Arab: اليساندرو ديلبيرو (اسطورة يوفنتوس) :  ""عيون كريستيانو قبل تنفيذ الركلة الحرة التي تخص الـ 3-3 ومن ثم ذلك المسار السحري للكرة ا…";;
1004910607;jeffrey30778152;JmoneyXKillaz;I cant you know because the way my bank account set up. mixin my lean w cream soda. DGS;In them guts;301;428;6;13253;13813;False;2012-12-11T21:13:22;True;False;1;2018-06-15T08:23:02;2018-06-15T08:23:02;1,4219;6,87;0;0,0;RT @soccerdotcom: Our top selling #WorldCup jerseys by 🇺🇸 state. Which country is #1 where you live? https://t.co/woaBiydVJM;;
2800831845;Kondrat_Mazaev;Кондратий Мазаев;Carthago delenda est, Carthaginem delendam esse;;43;39;8;878;9264;False;2014-10-02T21:18:13;True;False;5;2018-06-14T08:23:52;2018-06-17T08:48:27;0,907;6,85;3;1,67;RT @InformNapalm: While you are watching #football, Russian regime keeps wrecking people. #WorldCup  https://t.co/XqZuTluXMX https://t.co/9… ||| RT @i_army_org: #StopRussianAgression #WC2018 #worldcup #worldcup2018 #ЧМ2018 #Russia #Moscow #football #FifaWorldCup2018 #fifa https://t.c… ||| RT @russiahandsoff: #Boycott_Russia #Boycott_FIFA2018 #boycottWorldCup2018 #MH17 #FIFA2018 #WorldCup2018 https://t.co/YvbGdg3rB3 ||| RT @i_army_org: Stepan Chubenko, a Ukrainian football player, was killed by russian invaders. #worldcup #worldcup2018 #WC2018 #russia #terr… ||| RT @SaveSentsov: Today we’ll score the first goal to Mr. Putin. On the opening of #WorldCup, we are starting our world championship. And we…;;
374657531;Dingas4;Coach Donnelly;"Walk by Faith, Not by Sight
Father of 7
#RaiderNation
#RollTide
#GoHabsGo
#SFB7 Scrooge Division Champ
#SFB8 hopeful
@Dynastyvipers writer/ranker";On The 'Boni;517;576;11;848;16636;False;2011-09-16T18:03:23;True;False;1;2018-06-15T03:28:14;2018-06-15T03:28:14;1,1141;6,75;0;0,0;I know which team I'm cheering for #FifaWorldCup2018 https://t.co/QXwEqOHFRb;0;auto: 0/6 signals
